epochs,train_losses,val_losses,train_snr,val_snr,train_stoi,val_stoi,train_pesq,val_pesq,learning_rates,best_epoch
19,0.19208772192624482,0.1812400377609513,14.777024626731873,13.429172215136616,0.9159576485739201,0.8966322865379635,2.030959188938141,1.964040989225561,0.001,94
20,0.19125863333994692,0.1805343905633146,13.369997769594193,13.602615188468587,0.9153272919456918,0.8950640888460356,2.079031503200531,1.9352056004784324,0.001,94
21,0.19033481807193972,0.18022696606137537,13.927384793758392,13.68807783181017,0.8269482934411296,0.8898667111378653,2.0010198950767517,2.022149606184526,0.001,94
22,0.1890149958093058,0.18120725452899933,13.91625040769577,13.647122654047878,0.8882589370523999,0.8974482942812719,2.1275819182395934,1.9567908211187883,0.001,94
23,0.18863156260075895,0.18069954555143009,15.549187064170837,13.471026305447925,0.9168394896992369,0.9004348479541079,2.212532913684845,2.009191220456904,0.001,94
24,0.18966670148074627,0.181071782653982,11.925598382949829,12.966343340548603,0.8942459741626007,0.8973711887202938,1.8729711651802063,1.9712407318028538,0.001,94
25,0.188701313666322,0.1796804131432013,12.326892495155334,13.366768563335592,0.8663104067965547,0.9014086513187549,2.0039595484733583,1.8565507043491711,0.001,94
26,0.1874088387597691,0.18030705912546677,14.557080000638962,13.358259214596314,0.8996510997518481,0.9046314148634895,2.3434415817260743,1.9571678746830334,0.001,94
27,0.1871073410253633,0.17706591839140112,13.170731365680695,13.02972834218632,0.858153997953867,0.9054881860852254,1.890469253063202,1.9406217445026746,0.001,94
28,0.18712688152762977,0.17795898494395343,15.417218565940857,13.35073254325173,0.940052404288122,0.8953094607632845,2.5130674839019775,2.022467932917855,0.001,94
29,0.18800464255565946,0.1786131967197765,16.2912540435791,13.518213399431922,0.9381766054776703,0.8981093862166722,2.1268128633499144,2.0278612808747725,0.001,94
30,0.1865248509090055,0.17786850306120786,13.889665633440018,14.038162394003434,0.8814295206055434,0.912060070599617,2.0225077271461487,2.0405084924264387,0.001,94
31,0.18720061958513476,0.17707658220421185,13.935671746730804,13.289091952822425,0.8838416882471914,0.9041071094501636,1.8906679034233094,1.9662813110785051,0.001,94
32,0.18575279871848496,0.17997278002175418,13.77030137181282,12.976390353657983,0.9166808068868917,0.9073677140943558,2.282998061180115,1.9869382273067127,0.001,94
33,0.18610710549083623,0.1765113195235079,11.630113810300827,13.6524144356901,0.8945235097293253,0.9081068903564774,1.9358216047286987,2.050193428993225,0.001,94
34,0.1847003378312696,0.17717872424559158,12.202698945999146,13.334477354179729,0.8661734302157799,0.8945070069369471,1.834270179271698,1.9815732349048962,0.001,94
35,0.18424124118279328,0.17485719953070988,14.306172728538513,13.534086536277425,0.8912726700019888,0.8943883136239985,2.062923514842987,2.036141563545574,0.001,94
36,0.1853061436929486,0.1765994822437113,13.545056343078613,13.478517356244,0.9234623947932808,0.9077741644343879,2.0579723000526426,1.953881632197987,0.001,94
37,0.18462834524160082,0.17514707080342554,15.864635735750198,13.808137693188407,0.8946888240204265,0.8989987583560107,2.3000897407531737,2.0643456415696577,0.001,94
38,0.1835904268717224,0.17422025176611813,16.087206840515137,13.282007656314157,0.917355746359499,0.8993270029415406,2.3481894612312315,2.0216158520091665,0.001,94
39,0.18331652134656906,0.1759809052402323,14.356121361255646,13.788495388897983,0.9372626361784764,0.9021353102703724,2.1563651084899904,2.0326428305019033,0.001,94
40,0.18318772231313316,0.17633523588830774,14.319117665290833,13.86778637766838,0.9287681636823735,0.9077101213139399,2.1425429224967956,2.0780477686361833,0.001,94
41,0.18464643203399397,0.17534429715438324,15.354355454444885,13.704742179675536,0.9372465942970922,0.9032382032594707,2.443075931072235,1.9929298921064897,0.001,94
42,0.18335083668882196,0.17457324334166266,14.035763382911682,13.167005316777663,0.9320133213755428,0.9000285044202042,2.0964396953582765,2.032814394343983,0.001,94
43,0.18183549866080284,0.17588449134068054,13.654320418834686,13.895146968689831,0.8685064227309368,0.906625654253914,1.8833047747612,2.0981601693413476,0.001,94
44,0.18258322233503516,0.17293431813066656,15.680791139602661,13.520350808447057,0.9475891343770406,0.9088895441218419,2.402823257446289,2.065298703583804,0.001,94
45,0.1817227378487587,0.17791646989909085,15.055443167686462,13.564139238812707,0.9090765204146803,0.9002302245790066,2.5806392788887025,2.0244252248243852,0.001,94
46,0.18279351818967948,0.1749867939136245,15.035766839981079,13.37062192234126,0.9344107680473005,0.9017559293637789,2.1762771725654604,2.0646166801452637,0.001,94
47,0.1822485334493897,0.1736677810549736,14.864537239074707,13.731332272291183,0.9318232074916185,0.9129852122133102,2.303697681427002,2.0573630928993225,0.001,94
48,0.18289717439223419,0.17291579768061638,13.197594940662384,13.733218122612346,0.9008759431741951,0.9109591773340145,1.953741765022278,2.057654478333213,0.001,94
49,0.1826368798925118,0.17657145180485465,14.364885687828064,13.572439415888352,0.9028868686208579,0.8990537566675484,2.26285320520401,2.0279957272789697,0.001,94
50,0.1820326992733912,0.17306828024712476,15.402906715869904,13.662901046601208,0.925556936609121,0.9054941465436754,2.218051290512085,2.0282040455124597,0.001,94
51,0.18088575300167908,0.17471767555583606,17.667022705078125,13.672232749787243,0.9525234383354361,0.9056812265925849,2.583270049095154,2.121863679452376,0.001,94
52,0.18056834252043205,0.17531327767805618,16.18812346458435,13.504512445493178,0.9351089696648034,0.904642053732272,2.42674663066864,2.0680071765726264,0.001,94
53,0.18066772175106136,0.17408967356790195,15.193664908409119,14.146486073732376,0.9266197024833703,0.8997573498906665,2.349509966373444,2.0850689031861047,0.001,94
54,0.17971848730336537,0.17104181511835617,13.625828206539154,13.616672158241272,0.8797299850258085,0.9084470668537505,2.0773319244384765,2.0856044671752234,0.001,94
55,0.180021116679365,0.1752646013417027,15.084651112556458,13.3209360323169,0.9467351769394673,0.909066061812755,2.4364073514938354,2.0718001885847612,0.001,94
56,0.18025862290100617,0.1772142215208574,15.431134223937988,13.576541908762671,0.9274942499113152,0.9064572250048847,2.3772141337394714,2.0618421923030508,0.001,94
57,0.18106944334100594,0.17321218211542477,12.128264904022217,14.088302742351186,0.8885160600441416,0.918044997056661,2.0486410021781922,2.179301505739039,0.001,94
58,0.1807776250961152,0.1723370182920586,13.281290709972382,13.55091318488121,0.9392866328552095,0.9081691007951597,2.177169120311737,2.078567699952559,0.001,94
59,0.17988142303445123,0.17245037548921324,12.771016299724579,13.896142122420398,0.9009483084661456,0.9069742854961933,2.0777225255966187,2.119190665808591,0.001,94
60,0.17964188382029533,0.1724972796033729,14.36641800403595,13.428420587019486,0.9240300797705876,0.8998898713173872,2.058583390712738,2.0833523815328423,0.001,94
61,0.17786521769382738,0.17101258344270967,14.334125459194183,13.59040915966034,0.9309093622278825,0.9095237307208628,2.3325285077095033,2.0993374315175144,0.0005,94
62,0.17718926309184593,0.17124694721265274,13.765917003154755,13.872241851958362,0.8944954994350294,0.9096056495022516,2.149955153465271,2.115991093895652,0.0005,94
63,0.17712554640390657,0.17113064737482506,16.379899740219116,14.124044559218667,0.9387262001698422,0.9024807906496253,2.598607325553894,2.1422734694047407,0.0005,94
64,0.1771941953762011,0.17062162269245496,15.18634694814682,14.207431226968765,0.9092881198295653,0.9161429346921532,2.393880033493042,2.129536975513805,0.0005,94
65,0.1774460891769691,0.17174099961465056,13.783614575862885,13.66573921658776,0.9155893783852356,0.9149025730239622,2.2049163222312926,2.0933556990189985,0.0005,94
66,0.17722682062197814,0.16982667994770137,16.72850728034973,13.606962087479504,0.9389301433508026,0.9024391311762809,2.402388274669647,2.10057273236188,0.0005,94
67,0.1767175622623075,0.17036499658768828,13.021357476711273,14.040347405455329,0.9127489101558691,0.91255868344767,2.1824516654014587,2.1464113267985256,0.0005,94
68,0.17665047571063042,0.17181616242636333,16.477582573890686,13.817831657149576,0.9204504532942132,0.916206463813452,2.574166810512543,2.1311057209968567,0.0005,94
69,0.1763110003349456,0.17006773908029904,14.783148109912872,13.791684007102793,0.9009114190034863,0.9103373310755657,2.325398790836334,2.121480703353882,0.0005,94
70,0.177069350738417,0.1694867858155207,14.496669113636017,13.948254598812623,0.9243661661327011,0.9088731163137452,2.321095180511475,2.1125827973539177,0.0005,94
71,0.17608087543736806,0.1698216585950418,12.97074967622757,13.726706789298492,0.8904150800804519,0.910466071131211,1.9273674130439757,2.0857553644613787,0.0005,94
72,0.17636923271824012,0.17049370570616287,13.95744651556015,13.641726686195893,0.9351737074686539,0.9066017152903886,2.2891964673995973,2.106174658645283,0.0005,94
73,0.17624470557678829,0.17120173065499825,16.745889544487,13.723294613036243,0.9383300428979264,0.9050423792904169,2.351187515258789,2.1033730777827175,0.0005,94
74,0.1765287760645151,0.17150957814671777,13.564939737319946,14.026289975101298,0.9061583349629798,0.8950030474488186,1.9829658150672913,2.192178276452151,0.0005,94
75,0.176665114577521,0.17079453712159937,16.256526350975037,13.995810611681504,0.9374559869034085,0.9135373018611701,2.233550500869751,2.105178480798548,0.0005,94
76,0.17600404606624084,0.17169050499796867,13.88549456000328,13.527938967401331,0.8944160084410223,0.8986566927719437,2.1884634137153625,2.1009944731538948,0.0005,94
77,0.17556461183862251,0.1689550984989513,15.249894618988037,13.868835040114142,0.9253892026189181,0.9093058438209071,2.4394628405570984,2.1679766286503184,0.00025,94
78,0.1751354927705093,0.169725546782667,14.30993664264679,13.424139361489903,0.904347808409066,0.9076830595324822,2.304429793357849,2.1058831377462908,0.00025,94
79,0.17484224316748706,0.16856381466442888,14.08607280254364,14.279411502859809,0.9042974690313166,0.9089897688094535,2.2278493285179137,2.1873245130885732,0.00025,94
80,0.17495002131909132,0.1688957383686846,13.564651250839233,13.924916833639145,0.8944331329965648,0.9142661210360973,2.2046263337135317,2.145010769367218,0.00025,94
81,0.1749572411856868,0.16894918883388693,13.617568731307983,13.732504939491099,0.9141805219851802,0.9033605414482857,2.138937938213348,2.118007556958632,0.00025,94
82,0.17486805451864545,0.16894054412841797,13.256929874420166,14.240479794415561,0.9464777857460133,0.917145322808716,2.327182185649872,2.2183593186465176,0.00025,94
83,0.17505981553007255,0.16932052644816312,13.70028966665268,14.118313152681697,0.936625447890027,0.9108860484971634,2.221019756793976,2.14162278175354,0.00025,94
84,0.17501695250922983,0.16981075568632645,14.482291221618652,13.94636475227096,0.911296655138168,0.9116392373355588,2.3367482900619505,2.1593522050163965,0.00025,94
85,0.17503936791961844,0.16929062659090216,15.159842371940613,13.895204961299896,0.9237928285161109,0.9095781976220629,2.4156687259674072,2.143397715958682,0.00025,94
86,0.17414605532857505,0.16915787350047717,12.518122017383575,13.97133156657219,0.9263842532463794,0.9140588426017906,2.0857794642448426,2.168984218077226,0.000125,94
87,0.1739736727692864,0.16888935626907783,15.44434642791748,13.966043307022614,0.9409169691815883,0.9102983048723633,2.4841809988021852,2.188442035154863,0.000125,94
88,0.17401643376797438,0.1700830842283639,13.951110422611237,13.676786382089961,0.9148560532694299,0.9112503762051564,2.1248029708862304,2.1316278034990486,0.000125,94
89,0.17409313961186193,0.17020343955267558,15.95350968837738,13.757634189995853,0.9515607969793362,0.9060058107049991,2.5693426966667174,2.1947926337068733,0.000125,94
90,0.1741633779284629,0.16846267980608073,14.933312118053436,14.20876612717455,0.9140899560376251,0.9061043923716597,2.177474594116211,2.225214833563024,0.000125,94
91,0.1740543500266292,0.16983460601080547,14.498964190483093,13.607548746195706,0.9167926183383435,0.9135553118841062,2.447583794593811,2.170789518139579,0.000125,94
92,0.17395840043371374,0.1683409105647694,15.715146243572235,13.811285360292954,0.9150940472565351,0.9098240588766443,2.3533855199813845,2.1544271382418545,0.000125,94
93,0.1734114424748854,0.16903815079819073,12.493098735809326,13.845567825165661,0.8936706163007386,0.9011326010283949,2.077562355995178,2.1364113742654975,0.000125,94
94,0.1742788650603457,0.1675576740367846,14.284534335136414,14.014992077242244,0.9214106068001178,0.913068535293068,2.1740337729454042,2.140530905940316,0.000125,94
95,0.17380942590534687,0.16947086019949478,12.962855815887451,13.757228282364933,0.9036429421842375,0.9050133251361016,2.175988805294037,2.140536904335022,0.000125,94
96,0.17375129418955607,0.16896313361146234,13.877084851264954,13.720212497494437,0.8896776469961877,0.90509307149555,2.004623198509216,2.148205106908625,0.000125,94
97,0.17356334855272013,0.16882840340787714,15.886932373046875,13.689851869236339,0.9388782192398801,0.9108291240180969,2.386131000518799,2.1338699730959805,0.000125,94
98,0.17396109077063474,0.1677039133554155,11.895191013813019,13.900222331285477,0.8945430615141529,0.914024403405877,1.855158257484436,2.1903437809510664,0.000125,94
99,0.17371747896752573,0.16844794357364828,14.149099946022034,13.918114114891399,0.8979723605714843,0.9124189493063039,2.3531031012535095,2.1352258920669556,0.000125,94
100,0.1735108301720836,0.16922775825316255,15.449814200401306,13.594833314418793,0.9313718851660859,0.911465802978011,2.5306331276893617,2.1384476640007715,0.000125,94
